,time_ID,datetime,close,avg_twitter_sentiment,future_close,target
47,1619906400000,2021-05-01 23:00:00,1.34890000,,1.32250000,0
48,1619910000000,2021-05-02 00:00:00,1.35160000,,1.32670000,0
49,1619913600000,2021-05-02 01:00:00,1.33790000,,1.34170000,1
50,1619917200000,2021-05-02 02:00:00,1.33950000,,1.34680000,1
51,1619920800000,2021-05-02 03:00:00,1.34520000,,1.35410000,1
52,1619924400000,2021-05-02 04:00:00,1.30840000,,1.34500000,1
53,1619928000000,2021-05-02 05:00:00,1.32240000,,1.34080000,1
54,1619931600000,2021-05-02 06:00:00,1.32180000,,1.34330000,1
55,1619935200000,2021-05-02 07:00:00,1.32840000,,1.34610000,1
56,1619938800000,2021-05-02 08:00:00,1.31500000,,1.35940000,1
57,1619942400000,2021-05-02 09:00:00,1.30700000,,1.35500000,1
58,1619946000000,2021-05-02 10:00:00,1.31150000,,1.35350000,1
59,1619949600000,2021-05-02 11:00:00,1.31930000,,1.35360000,1
60,1619953200000,2021-05-02 12:00:00,1.32150000,,1.37270000,1
61,1619956800000,2021-05-02 13:00:00,1.33220000,,1.36600000,1
62,1619960400000,2021-05-02 14:00:00,1.32780000,,1.33880000,1
63,1619964000000,2021-05-02 15:00:00,1.33740000,,1.34820000,1
64,1619967600000,2021-05-02 16:00:00,1.33270000,,1.34290000,1
65,1619971200000,2021-05-02 17:00:00,1.33490000,,1.34620000,1
66,1619974800000,2021-05-02 18:00:00,1.34180000,,1.36720000,1
67,1619978400000,2021-05-02 19:00:00,1.34040000,,1.36830000,1
68,1619982000000,2021-05-02 20:00:00,1.34670000,,1.36420000,1
69,1619985600000,2021-05-02 21:00:00,1.34430000,,1.34960000,1
70,1619989200000,2021-05-02 22:00:00,1.33590000,,1.35420000,1
71,1619992800000,2021-05-02 23:00:00,1.32250000,,1.36400000,1
72,1619996400000,2021-05-03 00:00:00,1.32670000,,,0
73,1620000000000,2021-05-03 01:00:00,1.34170000,,,0
74,1620003600000,2021-05-03 02:00:00,1.34680000,,,0
75,1620007200000,2021-05-03 03:00:00,1.35410000,,,0
76,1620010800000,2021-05-03 04:00:00,1.34500000,,,0
77,1620014400000,2021-05-03 05:00:00,1.34080000,,,0
78,1620018000000,2021-05-03 06:00:00,1.34330000,,,0
79,1620021600000,2021-05-03 07:00:00,1.34610000,,,0
80,1620025200000,2021-05-03 08:00:00,1.35940000,,,0
81,1620028800000,2021-05-03 09:00:00,1.35500000,,,0
82,1620032400000,2021-05-03 10:00:00,1.35350000,,,0
83,1620036000000,2021-05-03 11:00:00,1.35360000,,,0
84,1620039600000,2021-05-03 12:00:00,1.37270000,,,0
85,1620043200000,2021-05-03 13:00:00,1.36600000,,,0
86,1620046800000,2021-05-03 14:00:00,1.33880000,,,0
87,1620050400000,2021-05-03 15:00:00,1.34820000,,,0
88,1620054000000,2021-05-03 16:00:00,1.34290000,,,0
89,1620057600000,2021-05-03 17:00:00,1.34620000,,,0
90,1620061200000,2021-05-03 18:00:00,1.36720000,,,0
91,1620064800000,2021-05-03 19:00:00,1.36830000,,,0
92,1620068400000,2021-05-03 20:00:00,1.36420000,,,0
93,1620072000000,2021-05-03 21:00:00,1.34960000,,,0
94,1620075600000,2021-05-03 22:00:00,1.35420000,,,0
95,1620079200000,2021-05-03 23:00:00,1.36400000,,,0
