,time_ID,datetime,close,avg_twitter_sentiment,future_close,target
42,1617296400000,2021-04-01 18:00:00,1940.3,0.148695,2054.18,1
43,1617300000000,2021-04-01 19:00:00,1967.29,0.146057,2054.83,1
44,1617303600000,2021-04-01 20:00:00,1974.12,0.14752200000000001,2062.63,1
45,1617307200000,2021-04-01 21:00:00,1969.75,0.14752200000000001,2091.01,1
46,1617310800000,2021-04-01 22:00:00,1963.45,0.143452,2091.23,1
47,1617314400000,2021-04-01 23:00:00,1971.62,0.138185,2110.06,1
48,1617318000000,2021-04-02 00:00:00,1968.05,0.148119,2133.69,1
49,1617321600000,2021-04-02 01:00:00,1958.16,0.148119,2121.25,1
50,1617325200000,2021-04-02 02:00:00,1995.54,0.161778,2103.67,1
51,1617328800000,2021-04-02 03:00:00,1997.06,0.153159,2109.0,1
52,1617332400000,2021-04-02 04:00:00,1996.63,0.159428,2093.1,1
53,1617336000000,2021-04-02 05:00:00,1995.37,0.155867,2099.78,1
54,1617339600000,2021-04-02 06:00:00,1990.63,0.156425,2105.65,1
55,1617343200000,2021-04-02 07:00:00,1995.81,0.171681,2126.03,1
56,1617346800000,2021-04-02 08:00:00,1994.71,0.165962,2111.35,1
57,1617350400000,2021-04-02 09:00:00,1991.31,0.168067,2095.35,1
58,1617354000000,2021-04-02 10:00:00,1995.58,0.168067,2107.0,1
59,1617357600000,2021-04-02 11:00:00,2000.22,0.172655,2097.2,1
60,1617361200000,2021-04-02 12:00:00,2005.61,0.171577,2096.44,1
61,1617364800000,2021-04-02 13:00:00,2005.0,0.177826,2104.24,1
62,1617368400000,2021-04-02 14:00:00,2007.36,0.180617,2116.53,1
63,1617372000000,2021-04-02 15:00:00,2070.02,0.175785,2091.48,1
64,1617375600000,2021-04-02 16:00:00,2073.89,0.174758,2070.98,0
65,1617379200000,2021-04-02 17:00:00,2058.72,0.178321,2070.6,1
66,1617382800000,2021-04-02 18:00:00,2054.18,0.185567,2032.11,0
67,1617386400000,2021-04-02 19:00:00,2054.83,0.204376,2067.87,1
68,1617390000000,2021-04-02 20:00:00,2062.63,0.203349,2095.29,1
69,1617393600000,2021-04-02 21:00:00,2091.01,0.197775,2060.66,0
70,1617397200000,2021-04-02 22:00:00,2091.23,0.199577,2033.43,0
71,1617400800000,2021-04-02 23:00:00,2110.06,0.213006,2033.65,0
72,1617404400000,2021-04-03 00:00:00,2133.69,0.208979,2008.52,0
73,1617408000000,2021-04-03 01:00:00,2121.25,0.208182,2001.76,0
74,1617411600000,2021-04-03 02:00:00,2103.67,0.21506799999999998,2010.64,0
75,1617415200000,2021-04-03 03:00:00,2109.0,0.21506799999999998,2013.56,0
76,1617418800000,2021-04-03 04:00:00,2093.1,0.212403,2015.27,0
77,1617422400000,2021-04-03 05:00:00,2099.78,0.217151,2012.87,0
78,1617426000000,2021-04-03 06:00:00,2105.65,0.217151,2014.17,0
79,1617429600000,2021-04-03 07:00:00,2126.03,0.21307199999999998,2018.76,0
80,1617433200000,2021-04-03 08:00:00,2111.35,0.21603200000000009,2034.58,0
81,1617436800000,2021-04-03 09:00:00,2095.35,0.224951,2036.82,0
82,1617440400000,2021-04-03 10:00:00,2107.0,0.2278530000000001,2058.16,0
83,1617444000000,2021-04-03 11:00:00,2097.2,0.23473899999999998,2055.06,0
84,1617447600000,2021-04-03 12:00:00,2096.44,0.238758,2043.13,0
85,1617451200000,2021-04-03 13:00:00,2104.24,0.22670300000000002,2066.64,0
86,1617454800000,2021-04-03 14:00:00,2116.53,0.233015,2081.52,0
87,1617458400000,2021-04-03 15:00:00,2091.48,0.233015,2084.89,0
88,1617462000000,2021-04-03 16:00:00,2070.98,0.236004,2077.34,1
89,1617465600000,2021-04-03 17:00:00,2070.6,0.222158,2072.85,1
90,1617469200000,2021-04-03 18:00:00,2032.11,0.222158,2079.2,1
91,1617472800000,2021-04-03 19:00:00,2067.87,0.22738000000000005,2072.74,1
92,1617476400000,2021-04-03 20:00:00,2095.29,0.23262199999999997,2061.44,0
93,1617480000000,2021-04-03 21:00:00,2060.66,0.231595,2062.56,1
94,1617483600000,2021-04-03 22:00:00,2033.43,0.23262199999999997,2076.8,1
95,1617487200000,2021-04-03 23:00:00,2033.65,0.237844,2070.73,1
96,1617490800000,2021-04-04 00:00:00,2008.52,0.237844,2075.69,1
97,1617494400000,2021-04-04 01:00:00,2001.76,0.237844,2056.19,1
98,1617498000000,2021-04-04 02:00:00,2010.64,0.242297,2057.05,1
99,1617501600000,2021-04-04 03:00:00,2013.56,0.2488340000000001,2043.85,1
100,1617505200000,2021-04-04 04:00:00,2015.27,0.246571,2028.66,1
101,1617508800000,2021-04-04 05:00:00,2012.87,0.24768600000000002,2022.72,1
102,1617512400000,2021-04-04 06:00:00,2014.17,0.24768600000000002,2011.06,0
103,1617516000000,2021-04-04 07:00:00,2018.76,0.255727,2014.02,0
104,1617519600000,2021-04-04 08:00:00,2034.58,0.2394820000000001,2028.16,0
105,1617523200000,2021-04-04 09:00:00,2036.82,0.234382,2028.87,0
106,1617526800000,2021-04-04 10:00:00,2058.16,0.234333,2044.39,0
107,1617530400000,2021-04-04 11:00:00,2055.06,0.231841,2049.09,0
108,1617534000000,2021-04-04 12:00:00,2043.13,0.226483,2057.03,1
109,1617537600000,2021-04-04 13:00:00,2066.64,0.22720300000000002,2060.41,0
110,1617541200000,2021-04-04 14:00:00,2081.52,0.22424299999999997,2080.52,0
111,1617544800000,2021-04-04 15:00:00,2084.89,0.22424299999999997,2118.21,1
112,1617548400000,2021-04-04 16:00:00,2077.34,0.212907,2113.18,1
113,1617552000000,2021-04-04 17:00:00,2072.85,0.215779,2110.27,1
114,1617555600000,2021-04-04 18:00:00,2079.2,0.215685,2107.51,1
115,1617559200000,2021-04-04 19:00:00,2072.74,0.215685,2098.67,1
116,1617562800000,2021-04-04 20:00:00,2061.44,0.219297,2104.35,1
117,1617566400000,2021-04-04 21:00:00,2062.56,0.216425,2104.07,1
118,1617570000000,2021-04-04 22:00:00,2076.8,0.225874,2108.94,1
119,1617573600000,2021-04-04 23:00:00,2070.73,0.230553,2113.3,1
120,1617577200000,2021-04-05 00:00:00,2075.69,0.22308499999999998,2107.38,1
121,1617580800000,2021-04-05 01:00:00,2056.19,0.241302,2141.65,1
122,1617584400000,2021-04-05 02:00:00,2057.05,0.229273,2122.13,1
123,1617588000000,2021-04-05 03:00:00,2043.85,0.2459780000000001,2128.22,1
124,1617591600000,2021-04-05 04:00:00,2028.66,0.231952,2114.18,1
125,1617595200000,2021-04-05 05:00:00,2022.72,0.233652,2123.56,1
126,1617598800000,2021-04-05 06:00:00,2011.06,0.22255100000000005,2131.31,1
127,1617602400000,2021-04-05 07:00:00,2014.02,0.22651500000000002,2131.65,1
128,1617606000000,2021-04-05 08:00:00,2028.16,0.22157600000000002,2099.45,1
129,1617609600000,2021-04-05 09:00:00,2028.87,0.24307,2086.8,1
130,1617613200000,2021-04-05 10:00:00,2044.39,0.252384,2115.51,1
131,1617616800000,2021-04-05 11:00:00,2049.09,0.264935,2099.32,1
132,1617620400000,2021-04-05 12:00:00,2057.03,0.279291,2113.6,1
133,1617624000000,2021-04-05 13:00:00,2060.41,0.279291,2109.68,1
134,1617627600000,2021-04-05 14:00:00,2080.52,0.270434,2103.57,1
135,1617631200000,2021-04-05 15:00:00,2118.21,0.274417,2080.48,0
136,1617634800000,2021-04-05 16:00:00,2113.18,0.284756,2084.67,0
137,1617638400000,2021-04-05 17:00:00,2110.27,0.284756,2105.04,0
138,1617642000000,2021-04-05 18:00:00,2107.51,0.287734,2125.95,1
139,1617645600000,2021-04-05 19:00:00,2098.67,0.298316,2123.68,1
140,1617649200000,2021-04-05 20:00:00,2104.35,0.31122,2113.6,1
141,1617652800000,2021-04-05 21:00:00,2104.07,0.305501,2121.07,1
142,1617656400000,2021-04-05 22:00:00,2108.94,0.29478699999999997,2112.8,1
143,1617660000000,2021-04-05 23:00:00,2113.3,0.29581399999999997,2112.24,0
144,1617663600000,2021-04-06 00:00:00,2107.38,0.29581399999999997,2112.21,1
145,1617667200000,2021-04-06 01:00:00,2141.65,0.286196,2092.02,0
146,1617670800000,2021-04-06 02:00:00,2122.13,0.280477,2097.65,0
147,1617674400000,2021-04-06 03:00:00,2128.22,0.286196,2110.2,0
148,1617678000000,2021-04-06 04:00:00,2114.18,0.300679,2104.99,0
149,1617681600000,2021-04-06 05:00:00,2123.56,0.29382800000000003,2090.5,0
150,1617685200000,2021-04-06 06:00:00,2131.31,0.29682,2101.45,0
151,1617688800000,2021-04-06 07:00:00,2131.65,0.29682,2089.7,0
152,1617692400000,2021-04-06 08:00:00,2099.45,0.29197,2074.89,0
153,1617696000000,2021-04-06 09:00:00,2086.8,0.292105,2063.06,0
154,1617699600000,2021-04-06 10:00:00,2115.51,0.294212,2053.31,0
155,1617703200000,2021-04-06 11:00:00,2099.32,0.283279,2006.43,0
156,1617706800000,2021-04-06 12:00:00,2113.6,0.27870700000000004,1977.89,0
157,1617710400000,2021-04-06 13:00:00,2109.68,0.29048,1981.92,0
158,1617714000000,2021-04-06 14:00:00,2103.57,0.287608,2002.67,0
159,1617717600000,2021-04-06 15:00:00,2080.48,0.290225,1995.19,0
160,1617721200000,2021-04-06 16:00:00,2084.67,0.288578,1977.04,0
161,1617724800000,2021-04-06 17:00:00,2105.04,0.281014,1997.0,0
162,1617728400000,2021-04-06 18:00:00,2125.95,0.277832,1966.48,0
163,1617732000000,2021-04-06 19:00:00,2123.68,0.26558899999999996,1962.16,0
164,1617735600000,2021-04-06 20:00:00,2113.6,0.26558899999999996,1983.46,0
165,1617739200000,2021-04-06 21:00:00,2121.07,0.26558899999999996,1988.38,0
166,1617742800000,2021-04-06 22:00:00,2112.8,0.26558899999999996,1997.2,0
167,1617746400000,2021-04-06 23:00:00,2112.24,0.26558899999999996,2007.28,0
168,1617750000000,2021-04-07 00:00:00,2112.21,0.268206,1963.47,0
169,1617753600000,2021-04-07 01:00:00,2092.02,0.27433,1985.8,0
170,1617757200000,2021-04-07 02:00:00,2097.65,0.295077,1990.76,0
171,1617760800000,2021-04-07 03:00:00,2110.2,0.296632,1994.52,0
172,1617764400000,2021-04-07 04:00:00,2104.99,0.295605,1997.12,0
173,1617768000000,2021-04-07 05:00:00,2090.5,0.28241900000000003,2018.65,0
174,1617771600000,2021-04-07 06:00:00,2101.45,0.278298,2011.44,0
175,1617775200000,2021-04-07 07:00:00,2089.7,0.27429499999999996,2018.62,0
176,1617778800000,2021-04-07 08:00:00,2074.89,0.27429499999999996,2027.76,0
177,1617782400000,2021-04-07 09:00:00,2063.06,0.27532199999999996,2015.01,0
178,1617786000000,2021-04-07 10:00:00,2053.31,0.265586,2000.82,0
179,1617789600000,2021-04-07 11:00:00,2006.43,0.257157,1998.29,0
180,1617793200000,2021-04-07 12:00:00,1977.89,0.27114,1996.92,1
181,1617796800000,2021-04-07 13:00:00,1981.92,0.261052,2029.54,1
182,1617800400000,2021-04-07 14:00:00,2002.67,0.287116,2028.9,1
183,1617804000000,2021-04-07 15:00:00,1995.19,0.284853,2043.18,1
184,1617807600000,2021-04-07 16:00:00,1977.04,0.281893,2059.5,1
185,1617811200000,2021-04-07 17:00:00,1997.0,0.298177,2067.18,1
186,1617814800000,2021-04-07 18:00:00,1966.48,0.298177,2063.79,1
187,1617818400000,2021-04-07 19:00:00,1962.16,0.298177,2066.28,1
188,1617822000000,2021-04-07 20:00:00,1983.46,0.29391,2057.81,1
189,1617825600000,2021-04-07 21:00:00,1988.38,0.291568,2055.46,1
190,1617829200000,2021-04-07 22:00:00,1997.2,0.29377,2051.87,1
191,1617832800000,2021-04-07 23:00:00,2007.28,0.28389000000000003,2071.99,1
192,1617836400000,2021-04-08 00:00:00,1963.47,0.277185,2080.46,1
193,1617840000000,2021-04-08 01:00:00,1985.8,0.280474,2092.18,1
194,1617843600000,2021-04-08 02:00:00,1990.76,0.275025,2079.83,1
195,1617847200000,2021-04-08 03:00:00,1994.52,0.269144,2074.6,1
196,1617850800000,2021-04-08 04:00:00,1997.12,0.269144,2072.8,1
197,1617854400000,2021-04-08 05:00:00,2018.65,0.269144,2075.34,1
198,1617858000000,2021-04-08 06:00:00,2011.44,0.269144,2070.96,1
199,1617861600000,2021-04-08 07:00:00,2018.62,0.276929,2072.75,1
200,1617865200000,2021-04-08 08:00:00,2027.76,0.276929,2077.89,1
201,1617868800000,2021-04-08 09:00:00,2015.01,0.282503,2068.39,1
202,1617872400000,2021-04-08 10:00:00,2000.82,0.276906,2079.79,1
203,1617876000000,2021-04-08 11:00:00,1998.29,0.27,2089.07,1
204,1617879600000,2021-04-08 12:00:00,1996.92,0.262189,2083.81,1
205,1617883200000,2021-04-08 13:00:00,2029.54,0.245441,2078.84,1
206,1617886800000,2021-04-08 14:00:00,2028.9,0.233213,2073.89,1
207,1617890400000,2021-04-08 15:00:00,2043.18,0.2253280000000001,2067.47,1
208,1617894000000,2021-04-08 16:00:00,2059.5,0.2240280000000001,2062.24,1
209,1617897600000,2021-04-08 17:00:00,2067.18,0.205087,2071.42,1
210,1617901200000,2021-04-08 18:00:00,2063.79,0.197523,2075.2,1
211,1617904800000,2021-04-08 19:00:00,2066.28,0.19541,2077.9,1
212,1617908400000,2021-04-08 20:00:00,2057.81,0.200092,2077.28,1
213,1617912000000,2021-04-08 21:00:00,2055.46,0.194373,2070.72,1
214,1617915600000,2021-04-08 22:00:00,2051.87,0.193996,2074.87,1
215,1617919200000,2021-04-08 23:00:00,2071.99,0.20454,2066.53,0
216,1617922800000,2021-04-09 00:00:00,2080.46,0.20224,2066.87,0
217,1617926400000,2021-04-09 01:00:00,2092.18,0.199902,2066.51,0
218,1617930000000,2021-04-09 02:00:00,2079.83,0.221585,2096.98,1
219,1617933600000,2021-04-09 03:00:00,2074.6,0.214693,2116.56,1
220,1617937200000,2021-04-09 04:00:00,2072.8,0.214921,2144.4,1
221,1617940800000,2021-04-09 05:00:00,2075.34,0.214921,2191.18,1
222,1617944400000,2021-04-09 06:00:00,2070.96,0.22796100000000002,2172.32,1
223,1617948000000,2021-04-09 07:00:00,2072.75,0.22796100000000002,2167.83,1
224,1617951600000,2021-04-09 08:00:00,2077.89,0.228248,2162.93,1
225,1617955200000,2021-04-09 09:00:00,2068.39,0.221637,2162.0,1
226,1617958800000,2021-04-09 10:00:00,2079.79,0.21494699999999997,2165.75,1
227,1617962400000,2021-04-09 11:00:00,2089.07,0.209605,2163.05,1
228,1617966000000,2021-04-09 12:00:00,2083.81,0.215662,2160.62,1
229,1617969600000,2021-04-09 13:00:00,2078.84,0.219741,2144.37,1
230,1617973200000,2021-04-09 14:00:00,2073.89,0.216021,2157.78,1
231,1617976800000,2021-04-09 15:00:00,2067.47,0.217048,2158.11,1
232,1617980400000,2021-04-09 16:00:00,2062.24,0.217048,2156.07,1
233,1617984000000,2021-04-09 17:00:00,2071.42,0.23287199999999997,2153.99,1
234,1617987600000,2021-04-09 18:00:00,2075.2,0.21753499999999998,2145.75,1
235,1617991200000,2021-04-09 19:00:00,2077.9,0.212864,2142.84,1
236,1617994800000,2021-04-09 20:00:00,2077.28,0.201264,2128.42,1
237,1617998400000,2021-04-09 21:00:00,2070.72,0.202715,2096.24,1
238,1618002000000,2021-04-09 22:00:00,2074.87,0.19579000000000002,2116.67,1
239,1618005600000,2021-04-09 23:00:00,2066.53,0.19801300000000002,2110.24,1
240,1618009200000,2021-04-10 00:00:00,2066.87,0.18346500000000002,2133.49,1
241,1618012800000,2021-04-10 01:00:00,2066.51,0.18243800000000002,2136.47,1
242,1618016400000,2021-04-10 02:00:00,2096.98,0.181658,2152.05,1
243,1618020000000,2021-04-10 03:00:00,2116.56,0.18143,2152.4,1
244,1618023600000,2021-04-10 04:00:00,2144.4,0.17374599999999998,2144.67,1
245,1618027200000,2021-04-10 05:00:00,2191.18,0.17271899999999998,2130.31,0
246,1618030800000,2021-04-10 06:00:00,2172.32,0.17374599999999998,2122.32,0
247,1618034400000,2021-04-10 07:00:00,2167.83,0.159617,2129.28,0
248,1618038000000,2021-04-10 08:00:00,2162.93,0.159617,2130.89,0
249,1618041600000,2021-04-10 09:00:00,2162.0,0.159617,2143.2,0
250,1618045200000,2021-04-10 10:00:00,2165.75,0.154925,2138.98,0
251,1618048800000,2021-04-10 11:00:00,2163.05,0.162563,2141.31,0
252,1618052400000,2021-04-10 12:00:00,2160.62,0.164967,2147.14,0
253,1618056000000,2021-04-10 13:00:00,2144.37,0.164967,2145.71,1
254,1618059600000,2021-04-10 14:00:00,2157.78,0.17068599999999998,2127.19,0
255,1618063200000,2021-04-10 15:00:00,2158.11,0.171713,2140.46,0
256,1618066800000,2021-04-10 16:00:00,2156.07,0.168531,2148.4,0
257,1618070400000,2021-04-10 17:00:00,2153.99,0.162019,2137.68,0
258,1618074000000,2021-04-10 18:00:00,2145.75,0.17438199999999998,2148.85,1
259,1618077600000,2021-04-10 19:00:00,2142.84,0.168416,2151.21,1
260,1618081200000,2021-04-10 20:00:00,2128.42,0.172631,2143.02,1
261,1618084800000,2021-04-10 21:00:00,2096.24,0.180547,2145.98,1
262,1618088400000,2021-04-10 22:00:00,2116.67,0.17861400000000002,2135.06,1
263,1618092000000,2021-04-10 23:00:00,2110.24,0.172611,2145.76,1
264,1618095600000,2021-04-11 00:00:00,2133.49,0.178741,2151.36,1
265,1618099200000,2021-04-11 01:00:00,2136.47,0.170889,2138.28,1
266,1618102800000,2021-04-11 02:00:00,2152.05,0.16517,2145.93,0
267,1618106400000,2021-04-11 03:00:00,2152.4,0.168835,2135.25,0
268,1618110000000,2021-04-11 04:00:00,2144.67,0.168835,2148.88,1
269,1618113600000,2021-04-11 05:00:00,2130.31,0.168835,2152.54,1
270,1618117200000,2021-04-11 06:00:00,2122.32,0.158686,2149.03,1
271,1618120800000,2021-04-11 07:00:00,2129.28,0.158686,2185.45,1
272,1618124400000,2021-04-11 08:00:00,2130.89,0.158686,2181.1,1
273,1618128000000,2021-04-11 09:00:00,2143.2,0.158686,2183.57,1
274,1618131600000,2021-04-11 10:00:00,2138.98,0.16098900000000002,2144.74,1
275,1618135200000,2021-04-11 11:00:00,2141.31,0.165681,2137.74,0
276,1618138800000,2021-04-11 12:00:00,2147.14,0.165681,2149.7,1
277,1618142400000,2021-04-11 13:00:00,2145.71,0.166148,2155.35,1
278,1618146000000,2021-04-11 14:00:00,2127.19,0.16104200000000002,2150.05,1
279,1618149600000,2021-04-11 15:00:00,2140.46,0.16814500000000002,2129.76,0
280,1618153200000,2021-04-11 16:00:00,2148.4,0.169172,2121.74,0
281,1618156800000,2021-04-11 17:00:00,2137.68,0.164148,2128.67,0
282,1618160400000,2021-04-11 18:00:00,2148.85,0.168228,2120.38,0
283,1618164000000,2021-04-11 19:00:00,2151.21,0.162509,2139.15,0
284,1618167600000,2021-04-11 20:00:00,2143.02,0.168503,2142.31,0
285,1618171200000,2021-04-11 21:00:00,2145.98,0.177035,2147.54,1
286,1618174800000,2021-04-11 22:00:00,2135.06,0.18488,2146.12,1
287,1618178400000,2021-04-11 23:00:00,2145.76,0.18488,2149.73,1
288,1618182000000,2021-04-12 00:00:00,2151.36,0.18488,2137.69,0
289,1618185600000,2021-04-12 01:00:00,2138.28,0.175012,2158.83,1
290,1618189200000,2021-04-12 02:00:00,2145.93,0.17866400000000002,2165.45,1
291,1618192800000,2021-04-12 03:00:00,2135.25,0.17866400000000002,2167.85,1
292,1618196400000,2021-04-12 04:00:00,2148.88,0.172805,2163.35,1
293,1618200000000,2021-04-12 05:00:00,2152.54,0.187721,2163.56,1
294,1618203600000,2021-04-12 06:00:00,2149.03,0.187721,2163.53,1
295,1618207200000,2021-04-12 07:00:00,2185.45,0.185595,2158.34,0
296,1618210800000,2021-04-12 08:00:00,2181.1,0.190641,2163.84,0
297,1618214400000,2021-04-12 09:00:00,2183.57,0.189219,2220.07,1
298,1618218000000,2021-04-12 10:00:00,2144.74,0.189219,2216.05,1
299,1618221600000,2021-04-12 11:00:00,2137.74,0.192211,2212.54,1
300,1618225200000,2021-04-12 12:00:00,2149.7,0.18266300000000002,2229.17,1
301,1618228800000,2021-04-12 13:00:00,2155.35,0.178448,2227.31,1
302,1618232400000,2021-04-12 14:00:00,2150.05,0.18502000000000002,2227.37,1
303,1618236000000,2021-04-12 15:00:00,2129.76,0.199459,2261.66,1
304,1618239600000,2021-04-12 16:00:00,2121.74,0.18561,2275.7,1
305,1618243200000,2021-04-12 17:00:00,2128.67,0.19271300000000002,2271.61,1
306,1618246800000,2021-04-12 18:00:00,2120.38,0.19271300000000002,2310.05,1
307,1618250400000,2021-04-12 19:00:00,2139.15,0.194157,2264.42,1
308,1618254000000,2021-04-12 20:00:00,2142.31,0.194157,2297.38,1
309,1618257600000,2021-04-12 21:00:00,2147.54,0.19121300000000002,2301.35,1
310,1618261200000,2021-04-12 22:00:00,2146.12,0.184844,2282.48,1
311,1618264800000,2021-04-12 23:00:00,2149.73,0.191093,2284.4,1
312,1618268400000,2021-04-13 00:00:00,2137.69,0.185626,2299.19,1
313,1618272000000,2021-04-13 01:00:00,2158.83,0.186653,2298.15,1
314,1618275600000,2021-04-13 02:00:00,2165.45,0.191165,2292.05,1
315,1618279200000,2021-04-13 03:00:00,2167.85,0.191165,2295.21,1
316,1618282800000,2021-04-13 04:00:00,2163.35,0.191165,2346.97,1
317,1618286400000,2021-04-13 05:00:00,2163.56,0.196884,2371.14,1
318,1618290000000,2021-04-13 06:00:00,2163.53,0.196303,2360.51,1
319,1618293600000,2021-04-13 07:00:00,2158.34,0.196953,2388.45,1
320,1618297200000,2021-04-13 08:00:00,2163.84,0.20965,2370.5,1
321,1618300800000,2021-04-13 09:00:00,2220.07,0.214993,2347.0,1
322,1618304400000,2021-04-13 10:00:00,2216.05,0.21602,2341.87,1
323,1618308000000,2021-04-13 11:00:00,2212.54,0.21602,2359.83,1
324,1618311600000,2021-04-13 12:00:00,2229.17,0.21602,2390.0,1
325,1618315200000,2021-04-13 13:00:00,2227.31,0.214993,2359.04,1
326,1618318800000,2021-04-13 14:00:00,2227.37,0.217085,2355.91,1
327,1618322400000,2021-04-13 15:00:00,2261.66,0.21655500000000005,2328.2,1
328,1618326000000,2021-04-13 16:00:00,2275.7,0.211025,2348.71,1
329,1618329600000,2021-04-13 17:00:00,2271.61,0.211025,2374.11,1
330,1618333200000,2021-04-13 18:00:00,2310.05,0.218798,2330.0,1
331,1618336800000,2021-04-13 19:00:00,2264.42,0.218798,2337.74,1
332,1618340400000,2021-04-13 20:00:00,2297.38,0.21600000000000005,2335.3,1
333,1618344000000,2021-04-13 21:00:00,2301.35,0.22151500000000002,2371.0,1
334,1618347600000,2021-04-13 22:00:00,2282.48,0.22048800000000002,2426.14,1
335,1618351200000,2021-04-13 23:00:00,2284.4,0.2258300000000001,2425.6,1
336,1618354800000,2021-04-14 00:00:00,2299.19,0.227479,2432.6,1
337,1618358400000,2021-04-14 01:00:00,2298.15,0.220685,2415.92,1
338,1618362000000,2021-04-14 02:00:00,2292.05,0.220685,2419.01,1
339,1618365600000,2021-04-14 03:00:00,2295.21,0.226404,2424.99,1
340,1618369200000,2021-04-14 04:00:00,2346.97,0.209499,2475.75,1
341,1618372800000,2021-04-14 05:00:00,2371.14,0.218479,2450.22,1
342,1618376400000,2021-04-14 06:00:00,2360.51,0.229958,2469.81,1
343,1618380000000,2021-04-14 07:00:00,2388.45,0.219662,2464.21,1
344,1618383600000,2021-04-14 08:00:00,2370.5,0.221367,2469.1,1
345,1618387200000,2021-04-14 09:00:00,2347.0,0.221367,2436.59,1
346,1618390800000,2021-04-14 10:00:00,2341.87,0.216957,2449.57,1
347,1618394400000,2021-04-14 11:00:00,2359.83,0.216957,2412.75,1
348,1618398000000,2021-04-14 12:00:00,2390.0,0.218467,2428.92,1
349,1618401600000,2021-04-14 13:00:00,2359.04,0.226593,2439.42,1
350,1618405200000,2021-04-14 14:00:00,2355.91,0.23413299999999998,2465.82,1
351,1618408800000,2021-04-14 15:00:00,2328.2,0.23065500000000005,2462.58,1
352,1618412400000,2021-04-14 16:00:00,2348.71,0.230248,2461.49,1
353,1618416000000,2021-04-14 17:00:00,2374.11,0.24123899999999998,2452.78,1
354,1618419600000,2021-04-14 18:00:00,2330.0,0.24906599999999998,2458.63,1
355,1618423200000,2021-04-14 19:00:00,2337.74,0.245266,2467.02,1
356,1618426800000,2021-04-14 20:00:00,2335.3,0.23806300000000002,2478.51,1
