time_ID,datetime,close,avg_twitter_sentiment,future_close,target
1617145200000,2021-03-31 00:00:00,58746.57,0.206273,58740.55,0
1617148800000,2021-03-31 01:00:00,58991.52,0.206273,59221.95,1
1617152400000,2021-03-31 02:00:00,58885.76,0.206273,59143.72,1
1617156000000,2021-03-31 03:00:00,58646.12,0.20581799999999997,59086.99,1
1617159600000,2021-03-31 04:00:00,58608.63,0.205188,59119.02,1
1617163200000,2021-03-31 05:00:00,58716.86,0.22943400000000005,58869.99,1
1617166800000,2021-03-31 06:00:00,58710.95,0.22798600000000002,58764.79,1
1617170400000,2021-03-31 07:00:00,59687.56,0.22798600000000002,58731.61,0
1617174000000,2021-03-31 08:00:00,58173.83,0.234355,58817.77,1
1617177600000,2021-03-31 09:00:00,57975.33,0.24072399999999997,58839.7,1
1617181200000,2021-03-31 10:00:00,57959.05,0.24072399999999997,58820.19,1
1617184800000,2021-03-31 11:00:00,57718.44,0.230946,58630.99,1
1617188400000,2021-03-31 12:00:00,58015.02,0.224577,58584.32,1
1617192000000,2021-03-31 13:00:00,58159.98,0.210277,58730.06,1
1617195600000,2021-03-31 14:00:00,58598.55,0.21592199999999998,58930.34,1
1617199200000,2021-03-31 15:00:00,58588.16,0.21592199999999998,58999.86,1
1617202800000,2021-03-31 16:00:00,59304.75,0.20827199999999998,58974.65,0
1617206400000,2021-03-31 17:00:00,59000.0,0.20827199999999998,58754.87,0
1617210000000,2021-03-31 18:00:00,59251.99,0.200001,58501.63,0
1617213600000,2021-03-31 19:00:00,59299.45,0.200001,58716.56,0
1617217200000,2021-03-31 20:00:00,58553.12,0.200001,58918.99,1
1617220800000,2021-03-31 21:00:00,58934.6,0.200001,58854.75,0
1617224400000,2021-03-31 22:00:00,58940.5,0.192071,58760.67,0
1617228000000,2021-03-31 23:00:00,58621.94,0.19409400000000002,59007.28,1
1617231600000,2021-04-01 00:00:00,58740.55,0.19409400000000002,58720.44,0
1617235200000,2021-04-01 01:00:00,59221.95,0.19409400000000002,58648.62,0
1617238800000,2021-04-01 02:00:00,59143.72,0.195901,58891.26,0
1617242400000,2021-04-01 03:00:00,59086.99,0.195901,59718.72,1
1617246000000,2021-04-01 04:00:00,59119.02,0.195901,59869.79,1
1617249600000,2021-04-01 05:00:00,58869.99,0.195901,59562.12,1
1617253200000,2021-04-01 06:00:00,58764.79,0.195901,59554.69,1
1617256800000,2021-04-01 07:00:00,58731.61,0.18890099999999999,59527.58,1
1617260400000,2021-04-01 08:00:00,58817.77,0.19128299999999998,59417.63,1
1617264000000,2021-04-01 09:00:00,58839.7,0.197652,59483.5,1
1617267600000,2021-04-01 10:00:00,58820.19,0.20147,59621.01,1
1617271200000,2021-04-01 11:00:00,58630.99,0.20147,59597.49,1
1617274800000,2021-04-01 12:00:00,58584.32,0.204189,59542.78,1
1617278400000,2021-04-01 13:00:00,58730.06,0.210558,59491.3,1
1617282000000,2021-04-01 14:00:00,58930.34,0.210558,59204.99,1
1617285600000,2021-04-01 15:00:00,58999.86,0.210558,59363.17,1
1617289200000,2021-04-01 16:00:00,58974.65,0.204189,59480.06,1
1617292800000,2021-04-01 17:00:00,58754.87,0.197562,59270.47,1
1617296400000,2021-04-01 18:00:00,58501.63,0.197562,59180.02,1
1617300000000,2021-04-01 19:00:00,58716.56,0.208623,59087.7,1
1617303600000,2021-04-01 20:00:00,58918.99,0.20708600000000002,58850.0,0
1617307200000,2021-04-01 21:00:00,58854.75,0.210188,58670.64,0
1617310800000,2021-04-01 22:00:00,58760.67,0.210188,58739.13,0
1617314400000,2021-04-01 23:00:00,59007.28,0.20636999999999997,58816.21,0
1617318000000,2021-04-02 00:00:00,58720.44,0.217096,58950.01,1
1617321600000,2021-04-02 01:00:00,58648.62,0.217096,59387.13,1
1617325200000,2021-04-02 02:00:00,58891.26,0.217096,59254.98,1
1617328800000,2021-04-02 03:00:00,59718.72,0.217096,59408.2,0
1617332400000,2021-04-02 04:00:00,59869.79,0.218698,59221.53,0
1617336000000,2021-04-02 05:00:00,59562.12,0.218698,59394.92,0
1617339600000,2021-04-02 06:00:00,59554.69,0.218698,59466.37,0
1617343200000,2021-04-02 07:00:00,59527.58,0.212101,59410.96,0
1617346800000,2021-04-02 08:00:00,59417.63,0.212101,59298.85,0
1617350400000,2021-04-02 09:00:00,59483.5,0.212101,59028.65,0
1617354000000,2021-04-02 10:00:00,59621.01,0.21247399999999997,59423.9,0
1617357600000,2021-04-02 11:00:00,59597.49,0.21247399999999997,59338.14,0
1617361200000,2021-04-02 12:00:00,59542.78,0.204252,59255.02,0
1617364800000,2021-04-02 13:00:00,59491.3,0.204252,59254.76,0
1617368400000,2021-04-02 14:00:00,59204.99,0.201989,59414.8,1
1617372000000,2021-04-02 15:00:00,59363.17,0.206204,59144.38,0
1617375600000,2021-04-02 16:00:00,59480.06,0.211143,58829.99,0
1617379200000,2021-04-02 17:00:00,59270.47,0.208411,58809.74,0
1617382800000,2021-04-02 18:00:00,59180.02,0.208411,58210.13,0
1617386400000,2021-04-02 19:00:00,59087.7,0.208411,58455.36,0
1617390000000,2021-04-02 20:00:00,58850.0,0.210565,58597.04,0
1617393600000,2021-04-02 21:00:00,58670.64,0.21478000000000005,58054.15,0
1617397200000,2021-04-02 22:00:00,58739.13,0.210565,57631.28,0
1617400800000,2021-04-02 23:00:00,58816.21,0.210565,57556.75,0
1617404400000,2021-04-03 00:00:00,58950.01,0.22330300000000008,57051.94,0
1617408000000,2021-04-03 01:00:00,59387.13,0.21758400000000008,56600.0,0
1617411600000,2021-04-03 02:00:00,59254.98,0.21758400000000008,56933.46,0
1617415200000,2021-04-03 03:00:00,59408.2,0.209551,57363.48,0
1617418800000,2021-04-03 04:00:00,59221.53,0.203729,57492.42,0
1617422400000,2021-04-03 05:00:00,59394.92,0.203729,57547.52,0
1617426000000,2021-04-03 06:00:00,59466.37,0.215392,57477.08,0
1617429600000,2021-04-03 07:00:00,59410.96,0.215392,57439.98,0
1617433200000,2021-04-03 08:00:00,59298.85,0.215392,57614.52,0
1617436800000,2021-04-03 09:00:00,59028.65,0.20754699999999998,57429.84,0
1617440400000,2021-04-03 10:00:00,59423.9,0.223242,57686.35,0
1617444000000,2021-04-03 11:00:00,59338.14,0.218042,57708.05,0
1617447600000,2021-04-03 12:00:00,59255.02,0.218042,57275.55,0
1617451200000,2021-04-03 13:00:00,59254.76,0.218042,57755.08,0
1617454800000,2021-04-03 14:00:00,59414.8,0.218042,58128.14,0
1617458400000,2021-04-03 15:00:00,59144.38,0.2102050000000001,58130.99,0
1617462000000,2021-04-03 16:00:00,58829.99,0.218042,57918.11,0
1617465600000,2021-04-03 17:00:00,58809.74,0.20526599999999998,58030.89,0
1617469200000,2021-04-03 18:00:00,58210.13,0.206352,58179.03,0
1617472800000,2021-04-03 19:00:00,58455.36,0.206352,58102.92,0
1617476400000,2021-04-03 20:00:00,58597.04,0.206352,57953.86,0
1617480000000,2021-04-03 21:00:00,58054.15,0.201764,58025.11,0
1617483600000,2021-04-03 22:00:00,57631.28,0.207483,58116.69,1
1617487200000,2021-04-03 23:00:00,57556.75,0.212589,58129.22,1
1617490800000,2021-04-04 00:00:00,57051.94,0.212589,58202.01,1
1617494400000,2021-04-04 01:00:00,56600.0,0.212589,57908.13,1
1617498000000,2021-04-04 02:00:00,56933.46,0.212589,57787.88,1
1617501600000,2021-04-04 03:00:00,57363.48,0.212589,57595.45,1
1617505200000,2021-04-04 04:00:00,57492.42,0.212589,57467.12,0
1617508800000,2021-04-04 05:00:00,57547.52,0.212589,57284.99,0
1617512400000,2021-04-04 06:00:00,57477.08,0.212589,56897.45,0
1617516000000,2021-04-04 07:00:00,57439.98,0.22718000000000002,57143.59,0
1617519600000,2021-04-04 08:00:00,57614.52,0.22718000000000002,57250.0,0
1617523200000,2021-04-04 09:00:00,57429.84,0.22718000000000002,57149.25,0
1617526800000,2021-04-04 10:00:00,57686.35,0.236467,57539.15,0
1617530400000,2021-04-04 11:00:00,57708.05,0.240682,57668.98,0
1617534000000,2021-04-04 12:00:00,57275.55,0.22753299999999999,57756.36,1
1617537600000,2021-04-04 13:00:00,57755.08,0.22753299999999999,57959.23,1
1617541200000,2021-04-04 14:00:00,58128.14,0.22753299999999999,58113.06,0
1617544800000,2021-04-04 15:00:00,58130.99,0.22753299999999999,59170.68,1
1617548400000,2021-04-04 16:00:00,57918.11,0.22753299999999999,59018.29,1
1617552000000,2021-04-04 17:00:00,58030.89,0.226002,58983.51,1
1617555600000,2021-04-04 18:00:00,58179.03,0.226002,58954.6,1
1617559200000,2021-04-04 19:00:00,58102.92,0.230012,58876.29,1
1617562800000,2021-04-04 20:00:00,57953.86,0.232769,59005.2,1
1617566400000,2021-04-04 21:00:00,58025.11,0.238644,58770.61,1
1617570000000,2021-04-04 22:00:00,58116.69,0.238644,58664.04,1
1617573600000,2021-04-04 23:00:00,58129.22,0.238644,58877.18,1
1617577200000,2021-04-05 00:00:00,58202.01,0.238644,59129.99,1
1617580800000,2021-04-05 01:00:00,57908.13,0.238644,59356.23,1
1617584400000,2021-04-05 02:00:00,57787.88,0.238644,58800.01,1
1617588000000,2021-04-05 03:00:00,57595.45,0.238644,58745.27,1
1617591600000,2021-04-05 04:00:00,57467.12,0.238644,58608.7,1
1617595200000,2021-04-05 05:00:00,57284.99,0.238644,58794.93,1
1617598800000,2021-04-05 06:00:00,56897.45,0.23918299999999998,58867.32,1
1617602400000,2021-04-05 07:00:00,57143.59,0.23918299999999998,58843.53,1
1617606000000,2021-04-05 08:00:00,57250.0,0.243077,58576.59,1
1617609600000,2021-04-05 09:00:00,57149.25,0.246259,58487.37,1
1617613200000,2021-04-05 10:00:00,57539.15,0.246481,58685.53,1
1617616800000,2021-04-05 11:00:00,57668.98,0.230663,58365.0,1
1617620400000,2021-04-05 12:00:00,57756.36,0.229395,58541.34,1
1617624000000,2021-04-05 13:00:00,57959.23,0.23204,58471.92,1
1617627600000,2021-04-05 14:00:00,58113.06,0.23204,58414.29,1
1617631200000,2021-04-05 15:00:00,59170.68,0.22546100000000002,57949.27,0
1617634800000,2021-04-05 16:00:00,59018.29,0.229073,57818.53,0
1617638400000,2021-04-05 17:00:00,58983.51,0.229073,58077.51,0
1617642000000,2021-04-05 18:00:00,58954.6,0.22167699999999999,58247.17,0
1617645600000,2021-04-05 19:00:00,58876.29,0.22167699999999999,58238.78,0
1617649200000,2021-04-05 20:00:00,59005.2,0.22167699999999999,58225.0,0
1617652800000,2021-04-05 21:00:00,58770.61,0.215308,58211.84,0
